StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,open_debrief,pID,cond,debrief_item,debrief_rating
2020-11-13 15:12:05,2020-11-13 15:16:55,0,100,290,1,2020-11-13 15:16:55,R_1QmUexbVSrBHvDc,NA,NA,NA,NA,anonymous,EN,"Whenever the orange drink popped up I said 1 to everything because I don't like that soda at all. Also, I have never reduced myself to that because as soon as I feel bad I usually stop. I also always want to be in control so that I can help other people if they get too drunk.",434969_study2,31,interesting,7
2020-11-13 15:17:43,2020-11-13 15:18:45,0,100,61,1,2020-11-13 15:18:45,R_1QAbSjVpDa7Tts9,NA,NA,NA,NA,anonymous,EN,NA,434978_study2,9,easy to understand,5
2020-11-13 15:17:43,2020-11-13 15:18:45,0,100,61,1,2020-11-13 15:18:45,R_1QAbSjVpDa7Tts9,NA,NA,NA,NA,anonymous,EN,NA,434978_study2,9,don't know what to do,1
2020-11-13 15:17:43,2020-11-13 15:18:45,0,100,61,1,2020-11-13 15:18:45,R_1QAbSjVpDa7Tts9,NA,NA,NA,NA,anonymous,EN,NA,434978_study2,9,ratings reflect preferences,6
2020-11-13 15:17:43,2020-11-13 15:18:45,0,100,61,1,2020-11-13 15:18:45,R_1QAbSjVpDa7Tts9,NA,NA,NA,NA,anonymous,EN,NA,434978_study2,9,like task,4
2020-11-13 15:17:43,2020-11-13 15:18:45,0,100,61,1,2020-11-13 15:18:45,R_1QAbSjVpDa7Tts9,NA,NA,NA,NA,anonymous,EN,NA,434978_study2,9,trouble focusing,3
2020-11-13 15:17:43,2020-11-13 15:18:45,0,100,61,1,2020-11-13 15:18:45,R_1QAbSjVpDa7Tts9,NA,NA,NA,NA,anonymous,EN,NA,434978_study2,9,too fast,5
2020-11-13 15:17:43,2020-11-13 15:18:45,0,100,61,1,2020-11-13 15:18:45,R_1QAbSjVpDa7Tts9,NA,NA,NA,NA,anonymous,EN,NA,434978_study2,9,good speed,2
2020-11-13 15:17:43,2020-11-13 15:18:45,0,100,61,1,2020-11-13 15:18:45,R_1QAbSjVpDa7Tts9,NA,NA,NA,NA,anonymous,EN,NA,434978_study2,9,interesting,3
2020-11-13 15:22:44,2020-11-13 15:24:31,0,100,107,1,2020-11-13 15:24:31,R_vw1Xv4qLC2OfKdH,NA,NA,NA,NA,anonymous,EN,NA,434977_study2,3,easy to understand,3
2020-11-13 15:22:44,2020-11-13 15:24:31,0,100,107,1,2020-11-13 15:24:31,R_vw1Xv4qLC2OfKdH,NA,NA,NA,NA,anonymous,EN,NA,434977_study2,3,don't know what to do,5
2020-11-13 15:22:44,2020-11-13 15:24:31,0,100,107,1,2020-11-13 15:24:31,R_vw1Xv4qLC2OfKdH,NA,NA,NA,NA,anonymous,EN,NA,434977_study2,3,ratings reflect preferences,6
2020-11-13 15:22:44,2020-11-13 15:24:31,0,100,107,1,2020-11-13 15:24:31,R_vw1Xv4qLC2OfKdH,NA,NA,NA,NA,anonymous,EN,NA,434977_study2,3,like task,4
2020-11-13 15:22:44,2020-11-13 15:24:31,0,100,107,1,2020-11-13 15:24:31,R_vw1Xv4qLC2OfKdH,NA,NA,NA,NA,anonymous,EN,NA,434977_study2,3,trouble focusing,6
2020-11-13 15:22:44,2020-11-13 15:24:31,0,100,107,1,2020-11-13 15:24:31,R_vw1Xv4qLC2OfKdH,NA,NA,NA,NA,anonymous,EN,NA,434977_study2,3,too fast,6
2020-11-13 15:22:44,2020-11-13 15:24:31,0,100,107,1,2020-11-13 15:24:31,R_vw1Xv4qLC2OfKdH,NA,NA,NA,NA,anonymous,EN,NA,434977_study2,3,good speed,3
2020-11-13 15:22:44,2020-11-13 15:24:31,0,100,107,1,2020-11-13 15:24:31,R_vw1Xv4qLC2OfKdH,NA,NA,NA,NA,anonymous,EN,NA,434977_study2,3,interesting,4
2020-11-13 15:26:24,2020-11-13 15:27:29,0,100,65,1,2020-11-13 15:27:30,R_WeX0eXuVx1s609j,NA,NA,NA,NA,anonymous,EN,NA,434990_study2,18,easy to understand,6
2020-11-13 15:26:24,2020-11-13 15:27:29,0,100,65,1,2020-11-13 15:27:30,R_WeX0eXuVx1s609j,NA,NA,NA,NA,anonymous,EN,NA,434990_study2,18,don't know what to do,2
2020-11-13 15:26:24,2020-11-13 15:27:29,0,100,65,1,2020-11-13 15:27:30,R_WeX0eXuVx1s609j,NA,NA,NA,NA,anonymous,EN,NA,434990_study2,18,ratings reflect preferences,5
2020-11-13 15:26:24,2020-11-13 15:27:29,0,100,65,1,2020-11-13 15:27:30,R_WeX0eXuVx1s609j,NA,NA,NA,NA,anonymous,EN,NA,434990_study2,18,like task,6
2020-11-13 15:26:24,2020-11-13 15:27:29,0,100,65,1,2020-11-13 15:27:30,R_WeX0eXuVx1s609j,NA,NA,NA,NA,anonymous,EN,NA,434990_study2,18,trouble focusing,2
2020-11-13 15:26:24,2020-11-13 15:27:29,0,100,65,1,2020-11-13 15:27:30,R_WeX0eXuVx1s609j,NA,NA,NA,NA,anonymous,EN,NA,434990_study2,18,too fast,1
2020-11-13 15:26:24,2020-11-13 15:27:29,0,100,65,1,2020-11-13 15:27:30,R_WeX0eXuVx1s609j,NA,NA,NA,NA,anonymous,EN,NA,434990_study2,18,good speed,7
2020-11-13 15:26:24,2020-11-13 15:27:29,0,100,65,1,2020-11-13 15:27:30,R_WeX0eXuVx1s609j,NA,NA,NA,NA,anonymous,EN,NA,434990_study2,18,interesting,5
2020-11-13 15:28:03,2020-11-13 15:29:34,0,100,90,1,2020-11-13 15:29:34,R_1nNjTCcF68DO4no,NA,NA,NA,NA,anonymous,EN,NA,434979_study2,19,easy to understand,7
2020-11-13 15:28:03,2020-11-13 15:29:34,0,100,90,1,2020-11-13 15:29:34,R_1nNjTCcF68DO4no,NA,NA,NA,NA,anonymous,EN,NA,434979_study2,19,don't know what to do,1
2020-11-13 15:28:03,2020-11-13 15:29:34,0,100,90,1,2020-11-13 15:29:34,R_1nNjTCcF68DO4no,NA,NA,NA,NA,anonymous,EN,NA,434979_study2,19,ratings reflect preferences,6
2020-11-13 15:28:03,2020-11-13 15:29:34,0,100,90,1,2020-11-13 15:29:34,R_1nNjTCcF68DO4no,NA,NA,NA,NA,anonymous,EN,NA,434979_study2,19,like task,4
2020-11-13 15:28:03,2020-11-13 15:29:34,0,100,90,1,2020-11-13 15:29:34,R_1nNjTCcF68DO4no,NA,NA,NA,NA,anonymous,EN,NA,434979_study2,19,trouble focusing,2
2020-11-13 15:28:03,2020-11-13 15:29:34,0,100,90,1,2020-11-13 15:29:34,R_1nNjTCcF68DO4no,NA,NA,NA,NA,anonymous,EN,NA,434979_study2,19,too fast,1
2020-11-13 15:28:03,2020-11-13 15:29:34,0,100,90,1,2020-11-13 15:29:34,R_1nNjTCcF68DO4no,NA,NA,NA,NA,anonymous,EN,NA,434979_study2,19,good speed,5
2020-11-13 15:28:03,2020-11-13 15:29:34,0,100,90,1,2020-11-13 15:29:34,R_1nNjTCcF68DO4no,NA,NA,NA,NA,anonymous,EN,NA,434979_study2,19,interesting,6
2020-11-13 15:27:14,2020-11-13 15:30:41,0,100,207,1,2020-11-13 15:30:41,R_3KUYwpFwlIxqwGM,NA,NA,NA,NA,anonymous,EN,NA,434967_study2,22,easy to understand,4
2020-11-13 15:27:14,2020-11-13 15:30:41,0,100,207,1,2020-11-13 15:30:41,R_3KUYwpFwlIxqwGM,NA,NA,NA,NA,anonymous,EN,NA,434967_study2,22,don't know what to do,2
2020-11-13 15:27:14,2020-11-13 15:30:41,0,100,207,1,2020-11-13 15:30:41,R_3KUYwpFwlIxqwGM,NA,NA,NA,NA,anonymous,EN,NA,434967_study2,22,ratings reflect preferences,6
2020-11-13 15:27:14,2020-11-13 15:30:41,0,100,207,1,2020-11-13 15:30:41,R_3KUYwpFwlIxqwGM,NA,NA,NA,NA,anonymous,EN,NA,434967_study2,22,like task,4
2020-11-13 15:27:14,2020-11-13 15:30:41,0,100,207,1,2020-11-13 15:30:41,R_3KUYwpFwlIxqwGM,NA,NA,NA,NA,anonymous,EN,NA,434967_study2,22,trouble focusing,2
2020-11-13 15:27:14,2020-11-13 15:30:41,0,100,207,1,2020-11-13 15:30:41,R_3KUYwpFwlIxqwGM,NA,NA,NA,NA,anonymous,EN,NA,434967_study2,22,too fast,3
2020-11-13 15:27:14,2020-11-13 15:30:41,0,100,207,1,2020-11-13 15:30:41,R_3KUYwpFwlIxqwGM,NA,NA,NA,NA,anonymous,EN,NA,434967_study2,22,good speed,5
2020-11-13 15:27:14,2020-11-13 15:30:41,0,100,207,1,2020-11-13 15:30:41,R_3KUYwpFwlIxqwGM,NA,NA,NA,NA,anonymous,EN,NA,434967_study2,22,interesting,3
2020-11-13 15:30:14,2020-11-13 15:31:47,0,100,92,1,2020-11-13 15:31:47,R_1Fm3dGVF7stPuCM,NA,NA,NA,NA,anonymous,EN,It was really interesting,434986_study2,0,easy to understand,5
2020-11-13 15:30:14,2020-11-13 15:31:47,0,100,92,1,2020-11-13 15:31:47,R_1Fm3dGVF7stPuCM,NA,NA,NA,NA,anonymous,EN,It was really interesting,434986_study2,0,don't know what to do,3
2020-11-13 15:30:14,2020-11-13 15:31:47,0,100,92,1,2020-11-13 15:31:47,R_1Fm3dGVF7stPuCM,NA,NA,NA,NA,anonymous,EN,It was really interesting,434986_study2,0,ratings reflect preferences,7
2020-11-13 15:30:14,2020-11-13 15:31:47,0,100,92,1,2020-11-13 15:31:47,R_1Fm3dGVF7stPuCM,NA,NA,NA,NA,anonymous,EN,It was really interesting,434986_study2,0,like task,5
2020-11-13 15:30:14,2020-11-13 15:31:47,0,100,92,1,2020-11-13 15:31:47,R_1Fm3dGVF7stPuCM,NA,NA,NA,NA,anonymous,EN,It was really interesting,434986_study2,0,trouble focusing,2
2020-11-13 15:30:14,2020-11-13 15:31:47,0,100,92,1,2020-11-13 15:31:47,R_1Fm3dGVF7stPuCM,NA,NA,NA,NA,anonymous,EN,It was really interesting,434986_study2,0,too fast,4
2020-11-13 15:30:14,2020-11-13 15:31:47,0,100,92,1,2020-11-13 15:31:47,R_1Fm3dGVF7stPuCM,NA,NA,NA,NA,anonymous,EN,It was really interesting,434986_study2,0,good speed,5
2020-11-13 15:30:14,2020-11-13 15:31:47,0,100,92,1,2020-11-13 15:31:47,R_1Fm3dGVF7stPuCM,NA,NA,NA,NA,anonymous,EN,It was really interesting,434986_study2,0,interesting,5
2020-11-13 15:34:14,2020-11-13 15:36:18,0,100,124,1,2020-11-13 15:36:19,R_xGaviOuMBVfEJEZ,NA,NA,NA,NA,anonymous,EN,Just want you to keep in mind that I am currently hungover so even looking at the alcohol makes me feel sick but I tried my best to respond as if I was not hungover.,434988_study2,5,easy to understand,5
2020-11-13 15:34:14,2020-11-13 15:36:18,0,100,124,1,2020-11-13 15:36:19,R_xGaviOuMBVfEJEZ,NA,NA,NA,NA,anonymous,EN,Just want you to keep in mind that I am currently hungover so even looking at the alcohol makes me feel sick but I tried my best to respond as if I was not hungover.,434988_study2,5,don't know what to do,1
2020-11-13 15:34:14,2020-11-13 15:36:18,0,100,124,1,2020-11-13 15:36:19,R_xGaviOuMBVfEJEZ,NA,NA,NA,NA,anonymous,EN,Just want you to keep in mind that I am currently hungover so even looking at the alcohol makes me feel sick but I tried my best to respond as if I was not hungover.,434988_study2,5,ratings reflect preferences,6
2020-11-13 15:34:14,2020-11-13 15:36:18,0,100,124,1,2020-11-13 15:36:19,R_xGaviOuMBVfEJEZ,NA,NA,NA,NA,anonymous,EN,Just want you to keep in mind that I am currently hungover so even looking at the alcohol makes me feel sick but I tried my best to respond as if I was not hungover.,434988_study2,5,like task,2
2020-11-13 15:34:14,2020-11-13 15:36:18,0,100,124,1,2020-11-13 15:36:19,R_xGaviOuMBVfEJEZ,NA,NA,NA,NA,anonymous,EN,Just want you to keep in mind that I am currently hungover so even looking at the alcohol makes me feel sick but I tried my best to respond as if I was not hungover.,434988_study2,5,trouble focusing,6
2020-11-13 15:34:14,2020-11-13 15:36:18,0,100,124,1,2020-11-13 15:36:19,R_xGaviOuMBVfEJEZ,NA,NA,NA,NA,anonymous,EN,Just want you to keep in mind that I am currently hungover so even looking at the alcohol makes me feel sick but I tried my best to respond as if I was not hungover.,434988_study2,5,too fast,2
2020-11-13 15:34:14,2020-11-13 15:36:18,0,100,124,1,2020-11-13 15:36:19,R_xGaviOuMBVfEJEZ,NA,NA,NA,NA,anonymous,EN,Just want you to keep in mind that I am currently hungover so even looking at the alcohol makes me feel sick but I tried my best to respond as if I was not hungover.,434988_study2,5,good speed,6
2020-11-13 15:34:14,2020-11-13 15:36:18,0,100,124,1,2020-11-13 15:36:19,R_xGaviOuMBVfEJEZ,NA,NA,NA,NA,anonymous,EN,Just want you to keep in mind that I am currently hungover so even looking at the alcohol makes me feel sick but I tried my best to respond as if I was not hungover.,434988_study2,5,interesting,2
2020-11-13 15:16:21,2020-11-13 15:41:12,0,100,1490,1,2020-11-13 15:41:12,R_3IYmjrVuMom7c9Z,NA,NA,NA,NA,anonymous,EN,NA,434982_study2,1,easy to understand,7
2020-11-13 15:16:21,2020-11-13 15:41:12,0,100,1490,1,2020-11-13 15:41:12,R_3IYmjrVuMom7c9Z,NA,NA,NA,NA,anonymous,EN,NA,434982_study2,1,don't know what to do,4
2020-11-13 15:16:21,2020-11-13 15:41:12,0,100,1490,1,2020-11-13 15:41:12,R_3IYmjrVuMom7c9Z,NA,NA,NA,NA,anonymous,EN,NA,434982_study2,1,ratings reflect preferences,3
2020-11-13 15:16:21,2020-11-13 15:41:12,0,100,1490,1,2020-11-13 15:41:12,R_3IYmjrVuMom7c9Z,NA,NA,NA,NA,anonymous,EN,NA,434982_study2,1,like task,3
2020-11-13 15:16:21,2020-11-13 15:41:12,0,100,1490,1,2020-11-13 15:41:12,R_3IYmjrVuMom7c9Z,NA,NA,NA,NA,anonymous,EN,NA,434982_study2,1,trouble focusing,5
2020-11-13 15:16:21,2020-11-13 15:41:12,0,100,1490,1,2020-11-13 15:41:12,R_3IYmjrVuMom7c9Z,NA,NA,NA,NA,anonymous,EN,NA,434982_study2,1,too fast,5
2020-11-13 15:16:21,2020-11-13 15:41:12,0,100,1490,1,2020-11-13 15:41:12,R_3IYmjrVuMom7c9Z,NA,NA,NA,NA,anonymous,EN,NA,434982_study2,1,good speed,1
2020-11-13 15:16:21,2020-11-13 15:41:12,0,100,1490,1,2020-11-13 15:41:12,R_3IYmjrVuMom7c9Z,NA,NA,NA,NA,anonymous,EN,NA,434982_study2,1,interesting,3
2020-11-13 15:46:18,2020-11-13 15:48:35,0,100,137,1,2020-11-13 15:48:35,R_2aqL8D9TlalfiWn,NA,NA,NA,NA,anonymous,EN,NA,434997_study2,26,easy to understand,5
2020-11-13 15:46:18,2020-11-13 15:48:35,0,100,137,1,2020-11-13 15:48:35,R_2aqL8D9TlalfiWn,NA,NA,NA,NA,anonymous,EN,NA,434997_study2,26,don't know what to do,3
2020-11-13 15:46:18,2020-11-13 15:48:35,0,100,137,1,2020-11-13 15:48:35,R_2aqL8D9TlalfiWn,NA,NA,NA,NA,anonymous,EN,NA,434997_study2,26,ratings reflect preferences,5
2020-11-13 15:46:18,2020-11-13 15:48:35,0,100,137,1,2020-11-13 15:48:35,R_2aqL8D9TlalfiWn,NA,NA,NA,NA,anonymous,EN,NA,434997_study2,26,like task,4
2020-11-13 15:46:18,2020-11-13 15:48:35,0,100,137,1,2020-11-13 15:48:35,R_2aqL8D9TlalfiWn,NA,NA,NA,NA,anonymous,EN,NA,434997_study2,26,trouble focusing,4
2020-11-13 15:46:18,2020-11-13 15:48:35,0,100,137,1,2020-11-13 15:48:35,R_2aqL8D9TlalfiWn,NA,NA,NA,NA,anonymous,EN,NA,434997_study2,26,too fast,4
2020-11-13 15:46:18,2020-11-13 15:48:35,0,100,137,1,2020-11-13 15:48:35,R_2aqL8D9TlalfiWn,NA,NA,NA,NA,anonymous,EN,NA,434997_study2,26,good speed,3
2020-11-13 15:46:18,2020-11-13 15:48:35,0,100,137,1,2020-11-13 15:48:35,R_2aqL8D9TlalfiWn,NA,NA,NA,NA,anonymous,EN,NA,434997_study2,26,interesting,4
2020-11-13 15:49:54,2020-11-13 15:51:07,0,100,73,1,2020-11-13 15:51:07,R_uqNF43BWaIP01hv,NA,NA,NA,NA,anonymous,EN,I hate tequila so my answers when tequila appeared are more related to my hatred towards it than to the image before.,435005_study2,12,easy to understand,7
2020-11-13 15:49:54,2020-11-13 15:51:07,0,100,73,1,2020-11-13 15:51:07,R_uqNF43BWaIP01hv,NA,NA,NA,NA,anonymous,EN,I hate tequila so my answers when tequila appeared are more related to my hatred towards it than to the image before.,435005_study2,12,don't know what to do,1
2020-11-13 15:49:54,2020-11-13 15:51:07,0,100,73,1,2020-11-13 15:51:07,R_uqNF43BWaIP01hv,NA,NA,NA,NA,anonymous,EN,I hate tequila so my answers when tequila appeared are more related to my hatred towards it than to the image before.,435005_study2,12,ratings reflect preferences,7
2020-11-13 15:49:54,2020-11-13 15:51:07,0,100,73,1,2020-11-13 15:51:07,R_uqNF43BWaIP01hv,NA,NA,NA,NA,anonymous,EN,I hate tequila so my answers when tequila appeared are more related to my hatred towards it than to the image before.,435005_study2,12,like task,5
2020-11-13 15:49:54,2020-11-13 15:51:07,0,100,73,1,2020-11-13 15:51:07,R_uqNF43BWaIP01hv,NA,NA,NA,NA,anonymous,EN,I hate tequila so my answers when tequila appeared are more related to my hatred towards it than to the image before.,435005_study2,12,trouble focusing,1
2020-11-13 15:49:54,2020-11-13 15:51:07,0,100,73,1,2020-11-13 15:51:07,R_uqNF43BWaIP01hv,NA,NA,NA,NA,anonymous,EN,I hate tequila so my answers when tequila appeared are more related to my hatred towards it than to the image before.,435005_study2,12,too fast,2
2020-11-13 15:49:54,2020-11-13 15:51:07,0,100,73,1,2020-11-13 15:51:07,R_uqNF43BWaIP01hv,NA,NA,NA,NA,anonymous,EN,I hate tequila so my answers when tequila appeared are more related to my hatred towards it than to the image before.,435005_study2,12,good speed,7
2020-11-13 15:49:54,2020-11-13 15:51:07,0,100,73,1,2020-11-13 15:51:07,R_uqNF43BWaIP01hv,NA,NA,NA,NA,anonymous,EN,I hate tequila so my answers when tequila appeared are more related to my hatred towards it than to the image before.,435005_study2,12,interesting,5
2020-11-13 15:37:24,2020-11-13 16:07:27,0,100,1803,1,2020-11-13 16:07:28,R_3rG0Bj36kphVQJD,NA,NA,NA,NA,anonymous,EN,NA,434985_study2,26,easy to understand,7
2020-11-13 15:37:24,2020-11-13 16:07:27,0,100,1803,1,2020-11-13 16:07:28,R_3rG0Bj36kphVQJD,NA,NA,NA,NA,anonymous,EN,NA,434985_study2,26,don't know what to do,1
2020-11-13 15:37:24,2020-11-13 16:07:27,0,100,1803,1,2020-11-13 16:07:28,R_3rG0Bj36kphVQJD,NA,NA,NA,NA,anonymous,EN,NA,434985_study2,26,ratings reflect preferences,7
2020-11-13 15:37:24,2020-11-13 16:07:27,0,100,1803,1,2020-11-13 16:07:28,R_3rG0Bj36kphVQJD,NA,NA,NA,NA,anonymous,EN,NA,434985_study2,26,like task,4
2020-11-13 15:37:24,2020-11-13 16:07:27,0,100,1803,1,2020-11-13 16:07:28,R_3rG0Bj36kphVQJD,NA,NA,NA,NA,anonymous,EN,NA,434985_study2,26,trouble focusing,5
2020-11-13 15:37:24,2020-11-13 16:07:27,0,100,1803,1,2020-11-13 16:07:28,R_3rG0Bj36kphVQJD,NA,NA,NA,NA,anonymous,EN,NA,434985_study2,26,too fast,5
2020-11-13 15:37:24,2020-11-13 16:07:27,0,100,1803,1,2020-11-13 16:07:28,R_3rG0Bj36kphVQJD,NA,NA,NA,NA,anonymous,EN,NA,434985_study2,26,good speed,6
2020-11-13 15:37:24,2020-11-13 16:07:27,0,100,1803,1,2020-11-13 16:07:28,R_3rG0Bj36kphVQJD,NA,NA,NA,NA,anonymous,EN,NA,434985_study2,26,interesting,2
2020-11-13 16:13:31,2020-11-13 16:14:26,0,100,54,1,2020-11-13 16:14:26,R_vMgOb2BRfilG8KJ,NA,NA,NA,NA,anonymous,EN,NA,435021_study2,14,easy to understand,7
2020-11-13 16:13:31,2020-11-13 16:14:26,0,100,54,1,2020-11-13 16:14:26,R_vMgOb2BRfilG8KJ,NA,NA,NA,NA,anonymous,EN,NA,435021_study2,14,don't know what to do,2
2020-11-13 16:13:31,2020-11-13 16:14:26,0,100,54,1,2020-11-13 16:14:26,R_vMgOb2BRfilG8KJ,NA,NA,NA,NA,anonymous,EN,NA,435021_study2,14,ratings reflect preferences,6
2020-11-13 16:13:31,2020-11-13 16:14:26,0,100,54,1,2020-11-13 16:14:26,R_vMgOb2BRfilG8KJ,NA,NA,NA,NA,anonymous,EN,NA,435021_study2,14,like task,5
2020-11-13 16:13:31,2020-11-13 16:14:26,0,100,54,1,2020-11-13 16:14:26,R_vMgOb2BRfilG8KJ,NA,NA,NA,NA,anonymous,EN,NA,435021_study2,14,trouble focusing,4
2020-11-13 16:13:31,2020-11-13 16:14:26,0,100,54,1,2020-11-13 16:14:26,R_vMgOb2BRfilG8KJ,NA,NA,NA,NA,anonymous,EN,NA,435021_study2,14,too fast,1
2020-11-13 16:13:31,2020-11-13 16:14:26,0,100,54,1,2020-11-13 16:14:26,R_vMgOb2BRfilG8KJ,NA,NA,NA,NA,anonymous,EN,NA,435021_study2,14,good speed,6
2020-11-13 16:13:31,2020-11-13 16:14:26,0,100,54,1,2020-11-13 16:14:26,R_vMgOb2BRfilG8KJ,NA,NA,NA,NA,anonymous,EN,NA,435021_study2,14,interesting,5
